ConceptA,ConceptB,ChapterDist,PageDist,LineDist,WordDist,Total,LineCount,WordCount,Complexity,Prereq,Avg_ChapterDist,Avg_PageDist,Avg_LineDist,Avg_WordDist,pred,bin_id,match
Line (geometry),Slope,210342,11230018,0,-1276,164177,1253,125,776,1,1.2811904225317796,68.40189551520615,0.0,-10.208,0,48,0
Slope,Graph of a function,287670,1579374,0,1531,310708,162,12,-1623,1,0.9258532126626929,5.083145590071707,0.0,127.58333333333333,0,0,0
Vector field,Vector (mathematics and physics),67616,3677204,0,117,27924,26,1,280,0,2.421429594613952,131.6861481163157,0.0,117.0,0,38,1
Vector field,Mathematics,67616,3677204,0,117,27924,26,1,280,0,2.421429594613952,131.6861481163157,0.0,117.0,0,38,1
Vector field,Matrix multiplication,44576,2859318,0,-211,16468,45,5,312,0,2.7068253582705855,173.62873451542384,0.0,-42.2,0,39,1
Vector field,Derivative,-45382,-1950926,0,0,7518,1,1,337,0,-6.0364458632615055,-259.50066507049746,0.0,0.0,0,39,1
Vector field,Real number,341066,17859936,0,-219,54416,76,5,206,0,6.267752131725963,328.2111143781241,0.0,-43.8,0,37,1
Function (mathematics),Vertical line test,116116,4640428,0,-312,74022,46,2,-871,1,1.5686687741482261,62.68984896382157,0.0,-156.0,1,15,1
Line (geometry),Vertical line test,38120,1860886,0,-251,7592,34,8,941,1,5.021074815595363,245.11143308746048,0.0,-31.375,1,51,1
Vertical line test,Graph of a function,3761694,125248198,0,3251,1704404,1126,78,-847,0,2.2070436351944727,73.48504110527786,0.0,41.67948717948718,0,16,1
Vertical line test,Domain of a function,15264,776705,0,0,3796,1,1,945,0,4.021074815595363,204.61143308746048,0.0,0.0,0,51,1
Linear equation,Cartesian coordinate system,-102921,-4972383,0,214,24674,31,3,923,0,-4.171232876712328,-201.5231822971549,0.0,71.33333333333333,0,51,1
Linear equation,Analytic geometry,-1198,162896,0,272,33215,45,3,914,0,-0.0360680415474936,4.904290230317628,0.0,90.66666666666667,1,51,0
Linear equation,System of linear equations,-1480295,-71149500,0,1805,1582932,2971,267,-719,0,-0.9351601963950441,-44.947919430525126,0.0,6.760299625468165,0,18,1
Linear equation,Graph of a function,3761694,125248198,0,3251,1704404,1126,78,-847,0,2.2070436351944727,73.48504110527786,0.0,41.67948717948718,0,16,1
Equation,Linear equation,-162130,-8984617,0,40,37960,22,4,-909,1,-4.271074815595363,-236.68643308746047,0.0,10.0,1,14,1
Linear equation,Slope,210342,11230018,0,-1276,164177,1253,125,776,0,1.2811904225317796,68.40189551520615,0.0,-10.208,0,48,1
Linear equation,Vertical line test,38120,1860886,0,-251,7592,34,8,941,0,5.021074815595363,245.11143308746048,0.0,-31.375,1,51,0
Linear equation,Quadratic equation,162130,8984617,0,-40,37960,22,4,909,0,4.271074815595363,236.68643308746047,0.0,-10.0,0,51,1
Linear equation,Linear inequality,261977,14870268,0,-153,137605,348,22,804,0,1.9038334362850187,108.06488136332256,0.0,-6.954545454545454,1,49,0
Linear equation,Real number,328547,19305448,0,-1282,144248,183,19,797,0,2.2776537629637845,133.8351172979868,0.0,-67.47368421052632,0,48,1
Linear equation,Complex number,-6841,-2256986,0,617,80665,50,4,864,0,-0.08480753734581294,-27.97974338312775,0.0,154.25,0,50,1
Linear equation,Equation solving,-1480295,-71149500,0,1805,1582932,2971,267,-719,0,-0.9351601963950441,-44.947919430525126,0.0,6.760299625468165,0,18,1
Coordinate system,Cartesian coordinate system,-62,-3608,0,-12,52,4,2,-24,1,-1.1923076923076923,-69.38461538461539,0.0,-6.0,1,32,1
Plane (geometry),Cartesian coordinate system,-16377,-758453,0,198,7826,30,2,275,1,-2.092639918221314,-96.9145157168413,0.0,99.0,1,38,1
Focus (geometry),Conic section,-19302,-851361,0,341,8668,80,9,153,0,-2.2268112598061838,-98.2188509460083,0.0,37.888888888888886,0,36,1
Focus (geometry),Circle,92436,4188463,0,223,15563,4,1,118,0,5.939471824198419,269.129538006811,0.0,223.0,0,35,1
Focus (geometry),Ellipse,-63419,-2882378,0,788,32505,297,17,32,0,-1.951053684048608,-88.6749115520689,0.0,46.35294117647059,0,33,1
Geometry,Focus (geometry),-34711,-1797598,0,-97,6895,1,1,-162,1,-5.034227701232777,-260.7103698332125,0.0,-97.0,1,29,1
Binomial,Binomial coefficient,-316,-16074,0,-42,212,16,4,49,1,-1.490566037735849,-75.82075471698113,0.0,-10.5,1,33,1
Binomial coefficient,Real number,78675,3795608,0,0,8056,6,1,-99,0,9.766012909632572,471.1529294935452,0.0,0.0,0,31,1
Scientific notation,Subtraction,-636,-41261,0,0,96,1,1,-29,0,-6.625,-429.8020833333333,0.0,0.0,0,32,1
Scientific notation,Base (exponentiation),-1740,-139330,0,-230,408,1,1,-133,0,-4.264705882352941,-341.4950980392157,0.0,-230.0,0,30,1
Scientific notation,Natural logarithm,-114,-11502,0,0,36,1,1,-9,0,-3.1666666666666665,-319.5,0.0,0.0,0,32,1
Scientific notation,Integer,-1686,-113321,0,-102,348,5,2,-113,0,-4.844827586206897,-325.63505747126436,0.0,-51.0,0,30,1
Scientific notation,Real number,-1707,-118952,0,-117,456,3,1,-149,0,-3.7434210526315788,-260.859649122807,0.0,-117.0,0,30,1
Scientific notation,Division (mathematics),-1776,-107028,0,33,234,10,1,-75,0,-7.589743589743589,-457.38461538461536,0.0,33.0,0,31,1
Series (mathematics),Geometric series,-8092,-367636,0,0,1092,7,1,64,1,-7.410256410256411,-336.6630036630037,0.0,0.0,1,34,1
Calculus,Series (mathematics),13696,674080,0,-469,6006,10,3,-1,1,2.2803862803862804,112.23443223443223,0.0,-156.33333333333334,1,32,1
Number,Imaginary number,2120,9304,0,0,1216,11,1,144,1,1.743421052631579,7.651315789473684,0.0,0.0,1,35,1
Number,Rational number,8566,562336,0,-53,3344,69,2,130,1,2.561602870813397,168.16267942583733,0.0,-26.5,1,35,1
Number,Binary number,-302059,-16664152,0,1000,138168,669,152,-757,1,-2.1861719066643506,-120.60789763186845,0.0,6.578947368421052,1,17,1
Algebra,Number,1450,66704,0,0,912,1,1,-146,1,1.5899122807017543,73.14035087719299,0.0,0.0,1,30,1
Number,Natural number,-302059,-16664152,0,1000,138168,669,152,-757,1,-2.1861719066643506,-120.60789763186845,0.0,6.578947368421052,1,17,1
Number,Cartesian coordinate system,-25486,-1325336,0,0,3952,2,1,126,0,-6.448886639676114,-335.3582995951417,0.0,0.0,0,35,1
Number,Empty set,300,22664,0,0,608,2,1,148,0,0.4934210526315789,37.276315789473685,0.0,0.0,0,35,1
Number,Distributive property,-3337,75136,0,142,4712,22,2,121,0,-0.7081918505942275,15.945670628183361,0.0,71.0,0,35,1
Number,Integer,-19420,-1142120,0,-46,17632,92,12,36,1,-1.1014065335753176,-64.77540834845735,0.0,-3.8333333333333335,0,33,0
Number,Real number,-302059,-16664152,0,1000,138168,669,152,-757,1,-2.1861719066643506,-120.60789763186845,0.0,6.578947368421052,1,17,1
Number,Complex number,-30523,-2090648,0,172,12920,65,5,67,1,-2.3624613003095973,-161.81486068111454,0.0,34.4,1,34,1
Number,Nth root,-6829,-320840,0,26,4104,20,1,125,0,-1.6639863547758285,-78.17738791423002,0.0,26.0,0,35,1
Number,Square root,2064,-30904,0,198,9728,30,2,88,1,0.21217105263157895,-3.176809210526316,0.0,99.0,1,34,1
Number,Division (mathematics),-45602,-2330000,0,0,11856,6,1,74,0,-3.8463225371120107,-196.52496626180837,0.0,0.0,0,34,1
Number,Equation solving,-814564,-45327936,0,1531,253536,242,13,-1516,0,-3.2128139593588285,-178.78303672851192,0.0,117.76923076923077,0,2,1
Function (mathematics),Periodic function,808,21466,0,0,312,1,1,74,1,2.58974358974359,68.80128205128206,0.0,0.0,1,34,1
Periodic function,Simple harmonic motion,-24,-2529,0,0,76,1,1,-15,0,-0.3157894736842105,-33.276315789473685,0.0,0.0,0,32,1
Mathematics,Arithmetic,-2890,-127822,0,0,390,1,1,73,1,-7.410256410256411,-327.74871794871797,0.0,0.0,1,34,1
Mathematics,Extended real number line,45602,2330000,0,0,11856,6,1,-74,0,3.8463225371120107,196.52496626180837,0.0,0.0,0,31,1
Mathematics,Formula,26970,668082,0,-484,36738,73,1,-393,1,0.7341172627796831,18.18504001306549,0.0,-484.0,1,25,1
Mathematics,Geometry,4184,184532,0,-467,2730,8,3,43,1,1.5326007326007327,67.59413919413919,0.0,-155.66666666666666,1,33,1
Mathematics,Equality (mathematics),39274,1931236,0,-287,11310,6,1,-67,1,3.472502210433245,170.75473032714413,0.0,-287.0,0,31,0
Mathematics,Expression (mathematics),76050,3631992,0,0,24336,14,1,-234,1,3.125,149.24358974358975,0.0,0.0,1,28,1
Mathematics,Function (mathematics),528932,19076468,0,-28,140088,96,4,-1718,1,3.775712409342699,136.17489006909943,0.0,-7.0,1,0,1
Mathematics,Algebra,1056,57744,0,0,468,1,1,72,1,2.2564102564102564,123.38461538461539,0.0,0.0,1,34,1
Mathematics,Limit of a sequence,-129918,-5931738,0,662,16848,19,2,-138,0,-7.711182336182336,-352.07371794871796,0.0,331.0,1,30,0
Mathematics,Mathematical proof,-578,-26750,0,0,78,1,1,77,0,-7.410256410256411,-342.94871794871796,0.0,0.0,0,34,1
Mathematics,Mathematical induction,-29130,-1439154,0,66,3510,14,2,33,1,-8.2991452991453,-410.0153846153846,0.0,33.0,1,33,1
Mathematics,Mathematical symbol,-110,-8108,0,-60,78,2,1,77,1,-1.4102564102564104,-103.94871794871794,0.0,-60.0,0,34,0
Mathematics,Calculus,-13696,-674080,0,469,6006,10,3,1,1,-2.2803862803862804,-112.23443223443223,0.0,156.33333333333334,1,33,1
Mathematics,Triangular matrix,-89798,-4125086,0,-80,20202,44,1,-181,1,-4.445005445005445,-204.19196119196118,0.0,-80.0,1,29,1
Arithmetic,Division (mathematics),2890,127822,0,0,390,1,1,-73,1,7.410256410256411,327.74871794871797,0.0,0.0,1,31,1
Division (mathematics),Polynomial long division,139018,5473072,0,285,26754,32,1,-265,1,5.196157583912686,204.57023248859983,0.0,285.0,1,27,1
Division (mathematics),Elementary matrix,-89798,-4125086,0,-80,20202,44,1,-181,0,-4.445005445005445,-204.19196119196118,0.0,-80.0,1,29,0
Division (mathematics),Division by zero,23840,986996,0,144,5772,10,1,4,1,4.130284130284131,170.997227997228,0.0,144.0,0,33,0
Division (mathematics),Inequality (mathematics),39274,1931236,0,-287,11310,6,1,-67,0,3.472502210433245,170.75473032714413,0.0,-287.0,0,31,1
Division (mathematics),Distributive property,7588,513754,0,0,2418,2,1,47,0,3.1381306865177834,212.47063688999174,0.0,0.0,0,33,1
Division (mathematics),Real number,45602,2330000,0,0,11856,6,1,-74,0,3.8463225371120107,196.52496626180837,0.0,0.0,0,31,1
Division (mathematics),Binary logarithm,54440,1651904,0,190,12558,8,1,-83,0,4.335085204650422,131.5419652810957,0.0,190.0,0,31,1
Division (mathematics),Synthetic division,11336,438152,0,0,2028,1,1,52,1,5.589743589743589,216.05128205128204,0.0,0.0,1,34,1
Calculus,Fundamental theorem of algebra,6060,239690,0,0,770,1,1,67,0,7.87012987012987,311.2857142857143,0.0,0.0,0,34,1
Calculus,Vector (mathematics and physics),13696,674080,0,-469,6006,10,3,-1,1,2.2803862803862804,112.23443223443223,0.0,-156.33333333333334,1,32,1
Calculus,Series (mathematics),13696,674080,0,-469,6006,10,3,-1,1,2.2803862803862804,112.23443223443223,0.0,-156.33333333333334,1,32,1
Calculus,Limit of a function,-90325,-3989007,0,2005,16632,128,26,-139,1,-5.430796055796056,-239.83928571428572,0.0,77.11538461538461,1,30,1
Calculus,Limit (mathematics),-90325,-3989007,0,2005,16632,128,26,-139,1,-5.430796055796056,-239.83928571428572,0.0,77.11538461538461,1,30,1
Calculus,Linear function,281262,12782242,0,-325,73073,85,9,-872,1,3.8490550545345066,174.9242811982538,0.0,-36.111111111111114,1,15,1
Mathematics,Calculus,-13696,-674080,0,469,6006,10,3,1,1,-2.2803862803862804,-112.23443223443223,0.0,156.33333333333334,1,33,1
Calculus,base (exponentiation),58700,2388914,0,144,10472,20,2,-59,1,5.605423987776929,228.12394957983193,0.0,72.0,1,31,1
Calculus,Binomial,-14852,-662728,0,-32,4081,2,1,24,1,-3.6393040921342807,-162.3935309973046,0.0,-32.0,1,33,1
Binomial theorem,Binomial coefficient,-316,-16074,0,-42,212,16,4,49,0,-1.490566037735849,-75.82075471698113,0.0,-10.5,1,33,0
Binomial theorem,Binomial,-1897,-94396,0,-244,1166,90,22,31,0,-1.6269296740994854,-80.95711835334477,0.0,-11.090909090909092,0,33,1
Binomial theorem,Real number,78675,3795608,0,0,8056,6,1,-99,0,9.766012909632572,471.1529294935452,0.0,0.0,0,31,1
Binomial,Minor (linear algebra),376642,16966074,0,28,50297,7,1,-896,0,7.488359146668787,337.31781219555836,0.0,28.0,0,15,1
Calculus,Binomial,-14852,-662728,0,-32,4081,2,1,24,1,-3.6393040921342807,-162.3935309973046,0.0,-32.0,1,33,1
Binomial,Binomial coefficient,-316,-16074,0,-42,212,16,4,49,1,-1.490566037735849,-75.82075471698113,0.0,-10.5,1,33,1
Binomial,Polynomial,1326,63937,0,0,106,1,1,51,0,12.50943396226415,603.1792452830189,0.0,0.0,0,34,1
Binomial,Monomial,7771,384930,0,-99,689,7,3,40,1,11.27866473149492,558.6792452830189,0.0,-33.0,1,33,1
Binomial,Factorization,14084,612838,0,0,1325,1,1,28,0,10.629433962264152,462.51924528301885,0.0,0.0,0,33,1
Binomial,Summation,-711,-19710,0,135,477,1,1,44,0,-1.490566037735849,-41.320754716981135,0.0,135.0,0,33,1
Domain of a function,Cartesian coordinate system,-852,-42238,0,0,104,1,1,-22,0,-8.192307692307692,-406.13461538461536,0.0,0.0,1,32,0
Function (mathematics),Domain of a function,1744,83398,0,0,312,1,1,74,1,5.589743589743589,267.30128205128204,0.0,0.0,1,34,1
Arithmetic,Arithmetic mean,480,17216,0,0,470,43,5,-89,1,1.0212765957446808,36.62978723404255,0.0,0.0,1,31,1
Arithmetic,Parity (mathematics),2890,127822,0,0,390,1,1,-73,0,7.410256410256411,327.74871794871797,0.0,0.0,1,31,0
Arithmetic,Subtraction,1340,56853,0,0,160,1,1,-27,1,8.375,355.33125,0.0,0.0,1,32,1
Arithmetic,Formula,19180,814674,0,0,2355,2,1,-466,0,8.144373673036094,345.93375796178344,0.0,0.0,0,23,1
Arithmetic,Binary logarithm,9455,369729,0,0,805,1,1,-156,0,11.745341614906833,459.2906832298137,0.0,0.0,0,29,1
Arithmetic,Multiplication,110,4919,0,0,30,1,1,-1,1,3.6666666666666665,163.96666666666667,0.0,0.0,1,32,1
Arithmetic,Addition,41370,1736260,0,0,5350,5,1,-1065,1,7.732710280373832,324.53457943925235,0.0,0.0,1,11,1
Mathematics,Arithmetic,-2890,-127822,0,0,390,1,1,73,1,-7.410256410256411,-327.74871794871797,0.0,0.0,1,34,1
Arithmetic,Division (mathematics),2890,127822,0,0,390,1,1,-73,1,7.410256410256411,327.74871794871797,0.0,0.0,1,31,1
Arithmetic,Arithmetic mean,480,17216,0,0,470,43,5,-89,1,1.0212765957446808,36.62978723404255,0.0,0.0,1,31,1
Multiplication,Function (mathematics),1752,76650,0,0,468,3,1,-72,0,3.7435897435897436,163.78205128205127,0.0,0.0,0,31,1
Multiplication,Natural number,29472,1307319,0,344,5454,11,1,-903,0,5.403740374037404,239.6991199119912,0.0,344.0,0,14,1
Multiplication,Addition,26104,1030846,0,180,6420,17,6,-1064,1,4.066043613707165,160.56791277258566,0.0,30.0,1,11,1
Multiplication,Empty set,194,9542,0,0,24,1,1,2,0,8.083333333333334,397.5833333333333,0.0,0.0,0,33,1
Multiplication,Distributive property,1280,69983,0,0,186,1,1,-25,0,6.881720430107527,376.252688172043,0.0,0.0,0,32,1
Multiplication,Integer,4516,205690,0,0,696,2,1,-110,0,6.488505747126437,295.5316091954023,0.0,0.0,0,30,1
Multiplication,Commutative property,132,7368,0,104,36,2,1,0,0,3.6666666666666665,204.66666666666666,0.0,104.0,0,32,1
Multiplication,Real number,6922,328600,0,0,912,3,1,-146,0,7.589912280701754,360.3070175438597,0.0,0.0,0,30,1
Multiplication,Complex number,2666,101231,0,0,510,1,1,-79,0,5.227450980392157,198.4921568627451,0.0,0.0,0,31,1
Multiplication,Equation,2300,111158,0,0,240,1,1,-34,0,9.583333333333334,463.15833333333336,0.0,0.0,0,32,1
Multiplication,Real line,30248,1289531,0,-241,5694,4,1,-943,0,5.31225851773797,226.47190024587286,0.0,-241.0,0,14,1
Multiplication,Scientific notation,204,11181,0,0,18,1,1,3,0,11.333333333333334,621.1666666666666,0.0,0.0,0,33,1
Multiplication,Number,6922,328600,0,0,912,3,1,-146,0,7.589912280701754,360.3070175438597,0.0,0.0,0,30,1
Multiplication,Division (mathematics),1752,76650,0,0,468,3,1,-72,1,3.7435897435897436,163.78205128205127,0.0,0.0,0,31,0
Arithmetic,Multiplication,110,4919,0,0,30,1,1,-1,1,3.6666666666666665,163.96666666666667,0.0,0.0,1,32,1
Multiplication,Subtraction,904,36742,0,51,192,3,3,-26,0,4.708333333333333,191.36458333333334,0.0,17.0,0,32,1
Multiplication,Minor (linear algebra),30248,1289531,0,-241,5694,4,1,-943,0,5.31225851773797,226.47190024587286,0.0,-241.0,0,14,1
Multiplication,Elementary matrix,-1090,-62797,0,1,1554,12,2,-253,0,-0.7014157014157014,-40.409909909909906,0.0,0.5,0,27,1
Multiplication,Algebraic expression,12858,585984,0,-98,1872,1,1,-306,0,6.868589743589744,313.02564102564105,0.0,-98.0,0,26,1
Multiplication,Polynomial,124,5908,0,0,12,1,1,4,1,10.333333333333334,492.3333333333333,0.0,0.0,1,33,1
Multiplication,Factorization,1268,52751,0,0,150,1,1,-19,1,8.453333333333333,351.67333333333335,0.0,0.0,1,32,1
Multiplication,Product (mathematics),6312,267564,0,0,1620,3,1,-264,1,3.8962962962962964,165.16296296296295,0.0,0.0,1,27,1
Multiplication,Matrix multiplication,1112,56780,0,-42,276,10,6,-40,1,4.028985507246377,205.7246376811594,0.0,-7.0,1,32,1
Multiplication,Inequality (mathematics),1752,76650,0,0,468,3,1,-72,0,3.7435897435897436,163.78205128205127,0.0,0.0,0,31,1
Multiplication,Common logarithm,500,18524,0,0,60,1,1,-4,0,8.333333333333334,308.73333333333335,0.0,0.0,0,32,1
Multiplication,Even and odd functions,348,14976,0,0,36,1,1,0,0,9.666666666666666,416.0,0.0,0.0,0,32,1
Multiplication,Rational number,1340,69758,0,0,132,1,1,-16,0,10.151515151515152,528.469696969697,0.0,0.0,0,32,1
Multiplication,Linear inequality,30248,1289531,0,-241,5694,4,1,-943,0,5.31225851773797,226.47190024587286,0.0,-241.0,0,14,1
Multiplication,Identity matrix,2328,72999,0,0,594,1,1,-93,0,3.919191919191919,122.89393939393939,0.0,0.0,0,31,1
Arithmetic,Subtraction,1340,56853,0,0,160,1,1,-27,1,8.375,355.33125,0.0,0.0,1,32,1
Subtraction,Number,14016,821736,0,-10,4864,21,3,-120,1,2.8815789473684212,168.94243421052633,0.0,-3.3333333333333335,0,30,0
Subtraction,Inequality (mathematics),-2408,-68846,0,0,2496,6,1,-46,0,-0.9647435897435898,-27.58253205128205,0.0,0.0,0,32,1
Subtraction,Integer,6608,386668,0,0,3712,10,1,-84,0,1.7801724137931034,104.16702586206897,0.0,0.0,0,31,1
Subtraction,Real number,14016,821736,0,-10,4864,21,3,-120,0,2.8815789473684212,168.94243421052633,0.0,-3.3333333333333335,0,30,1
Subtraction,Division (mathematics),-2408,-68846,0,0,2496,6,1,-46,0,-0.9647435897435898,-27.58253205128205,0.0,0.0,0,32,1
Mathematics,Formula,26970,668082,0,-484,36738,73,1,-393,1,0.7341172627796831,18.18504001306549,0.0,-484.0,1,25,1
Determinant,Parity (mathematics),21048,1033170,0,-323,4914,15,1,-15,0,4.283272283272283,210.25030525030525,0.0,-323.0,0,32,1
Determinant,Minor (linear algebra),349870,16318273,0,454,59787,70,10,-886,0,5.851941057420509,272.94015421412684,0.0,45.4,0,15,1
Determinant,Elementary matrix,-2639,98854,0,-397,16317,248,27,-196,0,-0.16173316173316174,6.058344058344058,0.0,-14.703703703703704,0,29,1
Determinant,Vector (mathematics and physics),21048,1033170,0,-323,4914,15,1,-15,0,4.283272283272283,210.25030525030525,0.0,-323.0,0,32,1
Determinant,Main diagonal,-24,1569,0,0,189,1,1,60,0,-0.12698412698412698,8.301587301587302,0.0,0.0,0,34,1
Determinant,Transformation (function),911858,39197318,0,0,113148,2,1,-1733,0,8.058984692614983,346.4251953194047,0.0,0.0,0,0,1
Determinant,Vector field,41992,1771936,0,-447,22554,24,3,-295,0,1.861842688658331,78.56415713398954,0.0,-149.0,0,27,1
Determinant,Square matrix,-88,146,0,-188,693,43,5,52,0,-0.12698412698412698,0.2106782106782107,0.0,-37.6,0,34,1
Minor (linear algebra),Matrix multiplication,-56020,-905701,0,89,43654,21,3,903,0,-1.283273010491593,-20.747262564713427,0.0,29.666666666666668,0,51,1
Minor (linear algebra),Inverse function,108946,3589815,0,0,36062,23,1,911,0,3.0210748155953637,99.54564361377628,0.0,0.0,0,51,1
Minor (linear algebra),Square matrix,-62414,-2847023,0,-392,10439,4,1,938,0,-5.978925184404637,-272.7294760034486,0.0,-392.0,0,51,1
Minor (linear algebra),Matrix (mathematics),-116116,-4640428,0,312,74022,46,2,871,0,-1.5686687741482261,-62.68984896382157,0.0,156.0,0,50,1
Minor (linear algebra),Identity matrix,-130880,-9731253,0,262,93951,42,1,850,0,-1.3930665985460506,-103.57796085193345,0.0,262.0,0,49,1
Matrix (mathematics),Elementary matrix,-89798,-4125086,0,-80,20202,44,1,-181,1,-4.445005445005445,-204.19196119196118,0.0,-80.0,1,29,1
Vector (mathematics and physics),Vector space,-67616,-3677204,0,-117,27924,26,1,-280,1,-2.421429594613952,-131.6861481163157,0.0,-117.0,0,27,0
Vector (mathematics and physics),Norm (mathematics),-52,-78130,0,-428,2028,6,2,52,1,-0.02564102564102564,-38.52564102564103,0.0,-214.0,1,34,1
Calculus,Vector (mathematics and physics),13696,674080,0,-469,6006,10,3,-1,1,2.2803862803862804,112.23443223443223,0.0,-156.33333333333334,1,32,1
Vector (mathematics and physics),Scalar (mathematics),-9626,-480710,0,0,3120,8,1,38,1,-3.0852564102564104,-154.07371794871796,0.0,0.0,1,33,1
Square matrix,Imaginary number,880,36451,0,0,88,1,1,3,0,10.0,414.21590909090907,0.0,0.0,0,33,1
Square matrix,Elementary matrix,-99,16660,0,179,2849,68,11,-248,0,-0.03474903474903475,5.847665847665848,0.0,16.272727272727273,0,28,1
Square matrix,Main diagonal,0,267,0,0,33,2,1,8,0,0.0,8.090909090909092,0.0,0.0,0,33,1
Square (algebra),Square matrix,-21406,-1028437,0,0,2937,26,11,256,1,-7.288389513108614,-350.1658154579503,0.0,0.0,1,38,1
Square matrix,Identity matrix,4994,184206,0,181,1089,6,1,-88,0,4.585858585858586,169.15151515151516,0.0,181.0,0,31,1
Matrix (mathematics),Square matrix,-3784,-180214,0,0,858,3,1,67,1,-4.410256410256411,-210.03962703962705,0.0,0.0,1,34,1
Triangle,Solution of triangles,-93960,-4368309,0,2898,248976,1895,273,-639,1,-0.3773857721226142,-17.545100732600734,0.0,10.615384615384615,1,20,1
Trigonometry,Solution of triangles,-932,110412,0,-34,10101,62,8,-236,1,-0.09226809226809227,10.93079893079893,0.0,-4.25,1,28,1
Triangle,Law of sines,28391,148716,0,265,79716,423,42,-19,1,0.35615183902855135,1.8655727833810025,0.0,6.309523809523809,1,32,1
Polygon,Triangle,8291,326106,0,-138,2184,3,2,-265,1,3.796245421245421,149.31593406593407,0.0,-69.0,1,27,1
Triangle,Solution of triangles,-93960,-4368309,0,2898,248976,1895,273,-639,1,-0.3773857721226142,-17.545100732600734,0.0,10.615384615384615,1,20,1
Angle,Triangle,920,61569,0,77,2184,18,2,-265,1,0.42124542124542125,28.190934065934066,0.0,38.5,1,27,1
Triangle,Right triangle,20873,881952,0,-1292,22386,304,82,191,1,0.9324131153399446,39.39748056821227,0.0,-15.75609756097561,1,36,1
Trigonometry,Trigonometric functions,177590,9568322,0,1109,66452,63,10,-1759,1,2.672455306085596,143.98847288268223,0.0,110.9,1,0,1
Trigonometry,Pythagorean trigonometric identity,-3398,-121152,0,776,3663,43,4,-62,1,-0.9276549276549276,-33.074529074529075,0.0,194.0,1,31,1
Trigonometry,Sine,2851,138252,0,915,10804,49,10,-255,1,0.2638837467604591,12.796371714179934,0.0,91.5,1,27,1
Trigonometry,Solution of triangles,-932,110412,0,-34,10101,62,8,-236,1,-0.09226809226809227,10.93079893079893,0.0,-4.25,1,28,1
Trigonometry,Inverse trigonometric functions,177590,9568322,0,1109,66452,63,10,-1759,1,2.672455306085596,143.98847288268223,0.0,110.9,1,0,1
Geometry,Trigonometry,-556,-97653,0,0,1295,3,1,-2,1,-0.42934362934362935,-75.40772200772201,0.0,0.0,1,32,1
Trigonometry,Trigonometric tables,18,1327,0,-176,37,1,1,36,1,0.4864864864864865,35.86486486486486,0.0,-176.0,1,33,1
Set (mathematics),Distance,63752,2376686,0,569,32448,25,2,-338,0,1.9647435897435896,73.24599358974359,0.0,284.5,0,26,1
Set (mathematics),Real line,116116,4640428,0,-312,74022,46,2,-871,0,1.5686687741482261,62.68984896382157,0.0,-156.0,1,15,0
Set (mathematics),Interval (mathematics),65170,2744230,0,-172,20436,10,1,-184,0,3.188980230964964,134.28410647876296,0.0,-172.0,0,29,1
Set (mathematics),Function (mathematics),528932,19076468,0,-28,140088,96,4,-1718,0,3.775712409342699,136.17489006909943,0.0,-7.0,1,0,0
Set (mathematics),Empty set,1354,72946,0,0,312,1,1,74,1,4.339743589743589,233.80128205128204,0.0,0.0,0,34,0
Set (mathematics),Natural number,117708,5382672,0,-1087,70902,171,12,-831,0,1.66015063044766,75.91706862993992,0.0,-90.58333333333333,0,16,1
Set (mathematics),Rational number,10996,625804,0,0,1716,2,1,56,0,6.407925407925408,364.68764568764567,0.0,0.0,0,34,1
Set (mathematics),Set-builder notation,1776,108666,0,0,234,1,1,75,0,7.589743589743589,464.38461538461536,0.0,0.0,0,34,1
Set (mathematics),Distributive property,7588,513754,0,0,2418,2,1,47,0,3.1381306865177834,212.47063688999174,0.0,0.0,0,33,1
Set (mathematics),Integer,24836,1192070,0,-967,9048,11,2,-38,1,2.744916003536693,131.74955791335103,0.0,-483.5,0,32,0
Set (mathematics),Closed set,43256,2118884,0,21,20046,17,1,-179,1,2.1578369749575974,105.70108749875287,0.0,21.0,0,29,0
Set (mathematics),Commutative property,-36,19134,0,0,468,1,1,72,0,-0.07692307692307693,40.88461538461539,0.0,0.0,0,34,1
Set (mathematics),Number,45602,2330000,0,0,11856,6,1,-74,0,3.8463225371120107,196.52496626180837,0.0,0.0,0,31,1
Set (mathematics),Real number,45602,2330000,0,0,11856,6,1,-74,0,3.8463225371120107,196.52496626180837,0.0,0.0,0,31,1
Set (mathematics),Equation solving,82422,2308296,0,-1062,130104,101,8,-1590,0,0.633508577753182,17.74192953329644,0.0,-132.75,0,1,1
Algebraic expression,Subtraction,-21568,-1214664,0,322,9984,57,7,280,0,-2.16025641025641,-121.6610576923077,0.0,46.0,0,38,1
Algebraic expression,Rational number,22534,1478808,0,-252,6864,27,2,290,0,3.2829254079254078,215.44405594405595,0.0,-126.0,0,38,1
Algebraic expression,Distributive property,127,611532,0,495,9672,32,5,281,0,0.013130686517783293,63.227047146401986,0.0,99.0,0,38,1
Algebraic expression,Integer,-13756,-633144,0,-735,36192,53,6,196,0,-0.3800839964633068,-17.494031830238725,0.0,-122.5,0,36,1
Algebraic expression,Real number,34208,2242272,0,177,47424,109,15,160,0,0.7213225371120108,47.28137651821862,0.0,11.8,0,36,1
